INSTNM,CITY,STABBR,HIGHDEG,CONTROL,HSI,ADM_RATE,SAT_AVG,UGDS,UGDS_HISP,FIRSTGEN_RPY_1YR_RT,PELL_EVER,FIRST_GEN,ICLEVEL,FTFTPCTPELL
Fosters Cosmetology College,Ripley,MS,1,3,0,NULL,NULL,27,0.037,PrivacySuppressed,PrivacySuppressed,0.444444444,3,0.7632
Academy of Hair Design-Grenada,Grenada,MS,1,3,0,NULL,NULL,42,0,PrivacySuppressed,PrivacySuppressed,0.6,3,0.3333
Hinds Community College,Raymond,MS,2,1,0,NULL,NULL,9501,0.0175,0.309698751,0.891819911,0.382344125,2,0.7201
Holmes Community College,Goodman,MS,2,1,0,NULL,NULL,4690,0.0173,0.32952183,0.915171707,0.385388938,2,0.5981
Itawamba Community College,Fulton,MS,2,1,0,NULL,NULL,4238,0.0227,0.37601626,0.924787443,0.413500553,2,0.6387
Jackson State University,Jackson,MS,4,1,0,0.6893,1018,5305,0.0085,0.371616679,0.851921025,0.319721718,1,0.5546
Jones County Junior College,Ellisville,MS,2,1,0,NULL,NULL,3876,0.0147,0.442764579,0.908788774,0.401834098,2,0.5996
Meridian Community College,Meridian,MS,2,1,0,NULL,NULL,3096,0.0113,0.368217054,0.916439104,0.418575064,2,0.6484
Millsaps College,Jackson,MS,4,2,0,0.5931,1212,793,0.0492,0.75862069,0.471264368,0.167173252,1,0.345
Mississippi Delta Community College,Moorhead,MS,2,1,0,NULL,NULL,1910,0.0152,NULL,PrivacySuppressed,0.424332344,2,0.8914
University of Mississippi,University,MS,4,1,0,0.8806,1207,17784,0.0355,0.535327817,0.556265985,0.235026918,1,0.2405
Mississippi University for Women,Columbus,MS,4,1,0,0.9778,1085,2208,0.0032,0.501492537,0.713553114,0.370460048,1,0.6129
Mississippi Valley State University,Itta Bena,MS,4,1,0,0.863,945,1659,0.0127,0.350547731,0.901117799,0.426262626,1,0.8706
Mississippi College,Clinton,MS,4,2,0,0.384,1199,3036,0.0336,0.552863436,0.610939908,0.256723716,1,0.3209
Mississippi College of Beauty Culture,Laurel,MS,1,3,0,NULL,NULL,63,0,NULL,PrivacySuppressed,PrivacySuppressed,3,0.7241
Mississippi Gulf Coast Community College,Perkinston,MS,2,1,0,NULL,NULL,7776,0.057,0.345352564,0.876683938,0.435149809,2,0.6422
Mississippi State University,Mississippi State,MS,4,1,0,0.5692,1230,18010,0.0289,0.564449676,0.626991022,0.248577142,1,0.3365
Northeast Mississippi Community College,Booneville,MS,2,1,0,NULL,NULL,3001,0.022,0.418848168,0.913768461,0.447382623,2,0.6801
Northwest Mississippi Community College,Senatobia,MS,2,1,0,NULL,NULL,5967,0.0379,0.384687208,0.87221869,0.416545012,2,0.612
Pearl River Community College,Poplarville,MS,2,1,0,NULL,NULL,3914,0.0207,0.407342657,0.918582737,0.423339012,2,0.557
Rust College,Holly Springs,MS,3,2,0,0.5322,NULL,846,0.0047,0.173770492,0.941007194,0.459965928,1,0.8991
Southeastern Baptist College,Laurel,MS,3,2,0,NULL,NULL,72,0.0417,NULL,PrivacySuppressed,PrivacySuppressed,1,0.875
Southwest Mississippi Community College,Summit,MS,2,1,0,NULL,NULL,1788,0.0168,NULL,PrivacySuppressed,0.421407907,2,0.7215
University of Southern Mississippi,Hattiesburg,MS,4,1,0,0.9788,1120,11834,0.03,0.482952093,0.727586803,0.32596892,1,0.4918
Magnolia College of Cosmetology,Jackson,MS,1,3,0,NULL,NULL,43,0,0.325,0.768339768,0.5,3,0.6818
Tougaloo College,Tougaloo,MS,4,2,0,0.9147,1011,719,0.0028,0.312101911,0.915584416,0.297820823,1,0.7817
Wesley Biblical Seminary,Ridgeland,MS,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
William Carey University,Hattiesburg,MS,4,2,0,0.6787,1206,2050,0.0205,0.56,0.795811518,0.359016393,1,0.8246
Aquinas Institute of Theology,Saint Louis,MO,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Avila University,Kansas City,MO,4,2,0,0.5456,1080,1191,0.1008,0.402515723,0.574555404,0.36746988,1,0.5301
Baptist Bible College,Springfield,MO,4,2,0,NULL,NULL,238,0.0504,0.5,0.602870813,PrivacySuppressed,1,0.5882
House of Heavilin Beauty College-Blue Springs,Blue Springs,MO,1,3,0,NULL,NULL,133,0.0301,0.301587302,0.816129032,0.552,3,0.5714
Cox College,Springfield,MO,4,2,0,1,NULL,698,0.0129,0.495495496,0.520454546,0.41031941,1,1
Calvary University,Kansas City,MO,4,2,0,0.6707,1117,259,0.0154,0.428571429,0.745614035,0.346153846,1,0.5135
Cape Girardeau Career and Technology Center,Cape Girardeau,MO,1,1,0,NULL,NULL,247,0.0081,0.517985612,0.824390244,0.568306011,2,0.5
Central Christian College of the Bible,Moberly,MO,3,2,0,NULL,NULL,209,0.0431,0.458823529,0.735483871,0.3125,1,0.75
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,3,2,0,0.9336,1106,1147,0.0732,0.51503268,0.656113537,0.437278107,1,0.4109
University of Central Missouri,Warrensburg,MO,4,1,0,0.8597,1105,8113,0.0486,0.447776629,0.578319123,0.3339464,1,0.3916
Grand River Technical School,Chillicothe,MO,1,1,0,0.7206,NULL,87,0,NULL,PrivacySuppressed,PrivacySuppressed,3,0.625
Cleveland University-Kansas City,Overland Park,KS,4,2,0,0.3,NULL,67,0.0299,0.279069767,0.476923077,PrivacySuppressed,1,1
Columbia Area Career Center,Columbia,MO,1,1,0,0.625,NULL,28,0.0714,0.633333333,0.803278689,0.436893204,3,0.8824
Columbia College,Columbia,MO,4,2,0,NULL,NULL,10767,0.0983,0.262061228,0.810789577,0.485591662,1,0.5284
Conception Seminary College,Conception,MO,3,2,0,1,1155,60,0.2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,0.3571
Concordia Seminary,Saint Louis,MO,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Cottey College,Nevada,MO,3,2,0,0.3804,1096,271,0.1033,0.46031746,0.677083333,0.306818182,1,0.4535
Covenant Theological Seminary,Saint Louis,MO,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Crowder College,Neosho,MO,2,1,0,NULL,NULL,3076,0.1141,0.355091384,0.899312576,0.535099954,2,0.586
Culver-Stockton College,Canton,MO,4,2,0,0.464,1058,975,0.0533,0.458536585,0.580536913,0.318761384,1,0.4918
Drury University,Springfield,MO,4,2,0,0.6824,1227,1486,0.0188,0.363315697,0.729582577,0.412763069,1,0.3238
East Central College,Union,MO,2,1,0,NULL,NULL,2005,0.0185,0.306625578,0.917197452,0.45996732,2,0.5061
Eden Theological Seminary,Webster Groves,MO,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Elaine Steven Beauty College,Saint Louis,MO,1,3,0,NULL,NULL,135,0.0148,0.182795699,0.941489362,0.553333333,3,0.8095
Pinnacle Career Institute-South Kansas City,Kansas City,MO,2,3,0,NULL,NULL,221,0.1493,0.19287576,0.910526316,0.535326087,2,0.8237
Evangel University,Springfield,MO,4,2,0,0.7916,NULL,1634,0.0594,0.509043928,0.550573514,0.261057174,1,0.435
Fontbonne University,Saint Louis,MO,4,2,0,0.8144,1079,881,0.0159,0.397228637,0.42185129,0.322422259,1,0.3094
Four Rivers Career Center,Washington,MO,1,1,0,NULL,NULL,33,0,0.555555556,PrivacySuppressed,PrivacySuppressed,3,0.5
Ozarks Technical Community College,Springfield,MO,2,1,0,NULL,NULL,9934,0.0506,0.274399591,0.877149877,0.465119876,2,0.537
Hannibal-LaGrange University,Hannibal,MO,4,2,0,0.5364,NULL,677,0.0295,0.56379822,0.668539326,0.457489879,1,0.4371
Harris-Stowe State University,Saint Louis,MO,3,1,0,NULL,NULL,1709,0.0298,0.150746269,0.91020794,0.473193473,1,0.8231
House of Heavilin Beauty College-Kansas City,Kansas City,MO,1,3,0,NULL,NULL,24,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,0.7857
Summit Salon Academy Kansas City,Independence,MO,1,3,0,NULL,NULL,28,0.1071,0.396551724,0.846153846,0.582089552,3,0.6154
Jefferson College,Hillsboro,MO,2,1,0,NULL,NULL,4189,0.0289,0.324817518,0.836744186,0.458067941,2,0.4852
Paul Mitchell the School-Missouri Columbia,Columbia,MO,1,3,0,NULL,NULL,100,0.03,PrivacySuppressed,0.782945736,0.5,3,0.7021
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,4,2,0,NULL,NULL,562,0.0214,0.751072961,0.246621622,0.30877193,1,NULL
Kansas City Art Institute,Kansas City,MO,3,2,0,0.692,NULL,665,0.1143,0.457142857,0.512605042,0.209876543,1,0.4327
Kenrick Glennon Seminary,Saint Louis,MO,4,2,0,0.75,NULL,46,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,0.125
A T Still University of Health Sciences,Kirksville,MO,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Lake Career and Technical Center,Camdenton,MO,1,1,0,NULL,NULL,17,0,NULL,PrivacySuppressed,PrivacySuppressed,3,0.2727
Lex La-Ray Technical Center,Lexington,MO,1,1,0,0.6522,NULL,32,0,0.444444444,0.725490196,PrivacySuppressed,3,0.5714
Lincoln University,Jefferson City,MO,4,1,0,NULL,NULL,1911,0.0251,0.268004723,0.840696118,0.378930818,1,0.7511
Lindenwood University,Saint Charles,MO,4,2,0,0.8811,1117,6458,0.0468,0.414027149,0.583333333,0.350877193,1,0.3035
State Technical College of Missouri,Linn,MO,2,1,0,NULL,NULL,1339,0.0202,0.713286713,0.602536998,0.411434978,2,0.4275
Logan University,Chesterfield,MO,4,2,0,0.8837,NULL,179,0.0279,0.4375,0.461538462,0.365384615,1,0.5714
Metropolitan Community College-Kansas City,Kansas City,MO,2,1,0,NULL,NULL,13533,0.1153,0.320802005,0.89321608,0.454440409,2,0.4606
Lutheran School of Nursing,Saint Louis,MO,1,3,0,1,NULL,161,0.0062,0.52238806,NULL,NULL,2,0
Maryville University of Saint Louis,Saint Louis,MO,4,2,0,0.945,1146,3609,0.051,0.47818792,0.493936944,0.295873573,1,0.2732
Merrell University of Beauty Arts and Science,Jefferson City,MO,1,3,0,NULL,NULL,58,0.0172,0.347457627,0.776699029,0.470588235,3,0.7368
Metro Business College-Cape Girardeau,Cape Girardeau,MO,2,3,0,NULL,NULL,45,0.0222,0.262365591,0.879120879,0.550660793,2,0.625
Midwest Institute,Fenton,MO,2,3,0,1,NULL,275,0.0073,0.315436242,0.862804878,0.484320558,2,0.7091
Midwestern Baptist Theological Seminary,Kansas City,MO,4,2,0,0.9561,1118,588,0.0459,0.696969697,0.729166667,PrivacySuppressed,1,0.3913
Mineral Area College,Park Hills,MO,2,1,0,NULL,NULL,1873,0.0235,0.302631579,0.886058981,0.532929599,2,0.5683
Missouri Baptist University,Saint Louis,MO,4,2,0,0.5229,1074,1818,0.0099,0.412667946,0.615521856,0.358901515,1,0.3827
Missouri Southern State University,Joplin,MO,4,1,0,0.9562,1085,5122,0.0744,0.407462687,0.732764281,0.452233927,1,0.5546
Missouri Valley College,Marshall,MO,4,2,0,0.5918,997,1440,0.1208,0.354906054,0.672361809,0.400881057,1,0.5754
Missouri Western State University,Saint Joseph,MO,4,1,0,NULL,NULL,4119,0.017,0.380627558,0.696832579,0.396895787,1,0.4868
University of Missouri-Columbia,Columbia,MO,4,1,0,0.7784,1244,22030,0.0445,0.573964497,0.424638487,0.200520833,1,0.2083
University of Missouri-Kansas City,Kansas City,MO,4,1,0,0.5648,1204,7681,0.0958,0.442685244,0.605562914,0.33704246,1,0.381
Missouri University of Science and Technology,Rolla,MO,4,1,0,0.8416,1313,6785,0.0383,0.708178439,0.469352765,0.224921278,1,0.2504
University of Missouri-St Louis,Saint Louis,MO,4,1,0,0.7255,1179,7136,0.0335,0.453156823,0.671828469,0.377976191,1,0.4925
Moberly Area Community College,Moberly,MO,2,1,0,NULL,NULL,3536,0.0393,0.319220999,0.856158833,0.412785388,2,0.5379
Hillyard Technical Center,Saint Joseph,MO,1,1,0,0.7347,NULL,90,0,0.647058824,0.703448276,0.446153846,2,0.52
Nazarene Theological Seminary,Kansas City,MO,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Neosho Beauty College,Neosho,MO,1,3,0,NULL,NULL,33,0.0303,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,0.4783
Truman State University,Kirksville,MO,4,1,0,0.653,1279,4906,0.032,0.677345538,0.459158416,0.228092784,1,0.261
Northwest Missouri State University,Maryville,MO,4,1,0,0.7915,1104,5193,0.0408,0.507892293,0.543278819,0.308085106,1,0.3873
Ozark Christian College,Joplin,MO,3,2,0,0.5755,1163,600,0.0533,0.481132076,0.620408163,0.25862069,1,0.3962
College of the Ozarks,Point Lookout,MO,3,2,0,0.1152,1174,1548,0.0258,NULL,PrivacySuppressed,0.326599327,1,0.616
Park University,Parkville,MO,4,2,0,NULL,NULL,9191,0.2073,0.415370108,0.801985371,0.479576399,1,0.5504
Stevens-The Institute of Business & Arts,Saint Louis,MO,3,3,0,1,NULL,121,0.0331,0.107526882,0.776699029,0.292134832,1,0.6
Poplar Bluff Technical Career Center,Poplar Bluff,MO,1,1,0,NULL,NULL,21,0,PrivacySuppressed,0.854368932,0.634408602,3,0.6667
Ranken Technical College,Saint Louis,MO,3,2,0,NULL,NULL,1698,0.023,0.444798302,0.655172414,0.389247312,1,0.4648
Research College of Nursing,Kansas City,MO,4,3,0,NULL,NULL,201,0.0199,0.760869565,0.174496644,PrivacySuppressed,1,NULL
Rockhurst University,Kansas City,MO,4,2,0,0.6612,1204,1579,0.102,0.632286996,0.327245053,0.206070288,1,0.2279
Rolla Technical Institute/Center,Rolla,MO,1,1,0,0.7206,NULL,108,0.037,0.582278481,0.679245283,0.475524476,2,0.5806
Saint Louis University,Saint Louis,MO,4,2,0,0.5753,1304,6917,0.0596,0.554469274,0.400790514,0.223640857,1,0.1722
Salem College of Hairstyling,Rolla,MO,1,3,0,NULL,NULL,33,0.0606,NULL,PrivacySuppressed,0.487804878,3,0.9091
American College of Hair Design Inc,Sedalia,MO,1,3,0,NULL,NULL,28,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,0.7
Sikeston Career and Technology Center,Sikeston,MO,1,1,0,NULL,NULL,43,0,PrivacySuppressed,0.805970149,PrivacySuppressed,3,0.6
Saint Louis Christian College,Florissant,MO,3,2,0,0.3333,1061,70,0,0.294871795,0.689655172,PrivacySuppressed,1,0.3333
St. Louis College of Pharmacy,Saint Louis,MO,4,2,0,0.7083,1247,379,0.029,0.871794872,0.449856734,0.224242424,1,0.3208
Saint Louis Community College,Bridgeton,MO,2,1,0,NULL,NULL,15918,0.0344,0.291868932,0.91239782,0.418402493,2,0.5243
Saint Paul School of Theology,Leawood,KS,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Southwest Baptist University,Bolivar,MO,4,2,0,0.704,1100,2126,0.0315,0.466557912,0.697466468,0.354943274,1,0.5386
Missouri State University-West Plains,West Plains,MO,2,1,0,NULL,NULL,1144,0.0253,0.333333333,0.914285714,0.488081725,2,0.6348
Saint Luke's College of Health Sciences,Kansas City,MO,4,2,0,NULL,NULL,513,0.0429,0.788461539,0.492592593,0.298039216,1,NULL
St Louis College of Health Careers-St Louis,Saint Louis,MO,2,3,0,NULL,NULL,103,0.0097,0.11548913,0.88453159,0.487450462,2,0.765
State Fair Community College,Sedalia,MO,2,1,0,NULL,NULL,3495,0.0707,0.328722003,0.893721634,0.480430108,2,0.5461
Stephens College,Columbia,MO,4,2,0,0.5886,1138,548,0.0584,0.496644295,0.653763441,0.308962264,1,0.6923
Southeast Missouri State University,Cape Girardeau,MO,4,1,0,0.8293,1135,8379,0.0239,0.480939948,0.629190304,0.36889388,1,0.3787
Missouri State University-Springfield,Springfield,MO,4,1,0,0.8497,1169,16948,0.0377,0.517722023,0.572732152,0.322557676,1,0.3074
Three Rivers College,Poplar Bluff,MO,2,1,0,NULL,NULL,2442,0.0213,0.235532995,0.937405351,0.561163896,2,0.6854
North Central Missouri College,Trenton,MO,2,1,0,NULL,NULL,1187,0.0556,0.442396313,0.832768362,0.48125,2,0.5623
Kansas City University of Medicine and Biosciences,Kansas City,MO,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,1,NULL
Washington University in St Louis,Saint Louis,MO,4,2,0,0.1503,1506,7356,0.0935,0.597938144,0.421434327,0.114071607,1,0.1304
Webster University,Saint Louis,MO,4,2,0,0.5614,1181,2958,0.0605,0.423850575,0.583864119,0.301327088,1,0.4102
Westminster College,Fulton,MO,3,2,0,0.9446,1133,712,0.0253,0.576388889,0.569444444,0.270029674,1,0.3851
William Jewell College,Liberty,MO,4,2,0,0.4597,1228,803,0.0585,0.668831169,0.365957447,0.201327434,1,0.303
William Woods University,Fulton,MO,4,2,0,0.6391,1130,889,0.036,0.622009569,0.547094188,0.29787234,1,0.335
Academy of Cosmetology,Bozeman,MT,1,3,0,NULL,NULL,35,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,0.4839
Blackfeet Community College,Browning,MT,2,2,0,NULL,NULL,290,0,NULL,PrivacySuppressed,0.347826087,2,0.6545
Butte Academy of Beauty Culture,Butte,MT,1,3,0,NULL,NULL,21,0,PrivacySuppressed,0.8,PrivacySuppressed,3,0.7778
Highlands College of Montana Tech,Butte,MT,2,1,0,NULL,NULL,413,0.0194,0.498938429,0.601965602,0.337301587,2,0.4406
Crevier's Academy of Cosmetology Arts,Kalispell,MT,1,3,0,NULL,NULL,80,0.025,0.333333333,0.824742268,0.481481482,3,0.5766
Carroll College,Helena,MT,3,2,0,0.7833,1199,1210,0.0446,0.737288136,0.405769231,0.197183099,1,0.2075
Dawson Community College,Glendive,MT,2,1,0,NULL,NULL,224,0.0313,0.545454546,0.751412429,0.354037267,2,0.5208
Chief Dull Knife College,Lame Deer,MT,2,1,0,NULL,NULL,163,0,NULL,PrivacySuppressed,0.472972973,2,0.5333
Montana State University Billings,Billings,MT,4,1,0,NULL,NULL,3331,0.0612,0.503067485,0.618972746,0.384526559,1,0.3937
Flathead Valley Community College,Kalispell,MT,2,1,0,NULL,NULL,1455,0.0069,0.412331407,0.805555556,0.400809717,2,0.4281
Aaniiih Nakoda College,Harlem,MT,2,1,0,NULL,NULL,113,0.0088,NULL,PrivacySuppressed,0.287671233,2,0.6286
Fort Peck Community College,Poplar,MT,2,1,0,NULL,NULL,237,0.0042,NULL,PrivacySuppressed,0.342465753,2,0.3333
Great Falls College Montana State University,Great Falls,MT,2,1,0,NULL,NULL,1109,0.0541,0.415282392,0.773700306,0.388951522,2,0.6179
University of Providence,Great Falls,MT,4,2,0,0.5636,NULL,876,0.0422,0.52293578,0.622073579,0.4,1,0.3913
Helena College University of Montana,Helena,MT,2,1,0,NULL,NULL,854,0.0105,0.369614513,0.7424,0.358024691,2,0.5513
Little Big Horn College,Crow Agency,MT,2,1,0,NULL,NULL,255,0.0118,NULL,PrivacySuppressed,0.319327731,2,0.7414
Miles Community College,Miles City,MT,2,1,0,NULL,NULL,404,0.0322,0.528455285,0.593406593,0.37751004,2,0.3308
Montana Technological University,Butte,MT,4,1,0,0.9175,1199,1585,0.0139,0.498938429,0.601965602,0.337301587,1,0.2754
Montana State University,Bozeman,MT,4,1,0,0.817,1205,14566,0.0431,0.580620155,0.497328401,0.233182893,1,0.2182
The University of Montana,Missoula,MT,4,1,0,0.882,1150,8173,0.0483,0.461645746,0.618624117,0.302325581,1,0.3766
Montana State University-Northern,Havre,MT,4,1,0,1,NULL,970,0.0495,0.613559322,0.671289875,0.343843844,1,0.4654
Rocky Mountain College,Billings,MT,4,2,0,0.5845,1119,879,0.0569,0.509803922,0.50712831,0.315334773,1,0.3806
Salish Kootenai College,Pablo,MT,3,2,0,NULL,NULL,672,0.0193,0.263803681,0.934782609,0.445876289,1,0.6533
The University of Montana-Western,Dillon,MT,3,1,0,0.6025,1031,1310,0.0458,0.49833887,0.624211854,0.359673025,1,0.4327
La'James International College,Fremont,NE,1,3,0,NULL,NULL,8,0.25,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,0.25
Bellevue University,Bellevue,NE,4,2,0,NULL,NULL,6377,0.1361,0.45557192,0.667547918,0.449388209,1,0.2286
Clarkson College,Omaha,NE,4,2,0,0.4068,1035,646,0.0898,0.630841122,0.458239278,0.333333333,1,0.25
Bryan College of Health Sciences,Lincoln,NE,4,2,0,0.4,1100,566,0.0159,0.785714286,0.468619247,PrivacySuppressed,1,0.4375
Central Community College,Grand Island,NE,2,1,0,NULL,NULL,3809,0.2494,0.527102804,0.790786137,0.49315738,2,0.5152
Chadron State College,Chadron,NE,4,1,0,NULL,NULL,1750,0.1091,0.548693587,0.631332083,0.393360161,1,0.4112
College of Hair Design-Downtown,Lincoln,NE,1,3,0,NULL,NULL,123,0.2358,0.383647799,0.720524018,0.444444444,2,0.72
Concordia University-Nebraska,Seward,NE,4,2,0,0.6791,1124,1268,0.056,0.666666667,0.412541254,0.182758621,1,0.3075
Creighton University,Omaha,NE,4,2,0,0.7144,1276,4405,0.0833,0.732638889,0.289285714,0.183839881,1,0.1361
Doane University,Crete,NE,3,2,0,0.6827,NULL,1002,0.0808,0.522255193,0.484546361,0.299254526,1,0.2843
Hastings College,Hastings,NE,4,2,0,0.642,1096,962,0.0998,0.683615819,0.506445672,0.274853801,1,0.3235
CHI Health School of Radiologic Technology,Omaha,NE,2,2,0,NULL,NULL,15,0.1333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,NULL
Joseph's College Cosmetology,Lincoln,NE,1,3,0,NULL,NULL,163,0.2025,0.298245614,0.850340136,0.470833333,2,0.7544
University of Nebraska at Kearney,Kearney,NE,4,1,0,0.9363,1131,4328,0.1206,0.62601626,0.534449761,0.343830666,1,0.4169
Purdue University Global-Lincoln,Lincoln,NE,4,1,0,NULL,NULL,248,0.0766,0.179736294,0.861920763,0.533063854,1,NULL
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,4,2,0,0.907,1140,775,0.0568,0.682291667,0.421641791,0.302970297,1,0.3077
Metropolitan Community College Area,Omaha,NE,2,1,0,NULL,NULL,7105,0.1444,0.334718375,0.835405456,0.470668486,2,0.4406
Mid-Plains Community College,North Platte,NE,2,1,0,NULL,NULL,1151,0.0964,0.472906404,0.761312217,0.403003755,2,0.4081
Midland University,Fremont,NE,4,2,0,0.5207,1054,1212,0.0479,0.510121458,0.503059976,0.341238472,1,0.3988
Nebraska Christian College of Hope International University,Papillion,NE,3,2,0,0.3354,981,129,0.1628,0.4375,0.423300971,0.386313466,1,0.587
University of Nebraska at Omaha,Omaha,NE,4,1,0,0.8168,1135,12230,0.1378,0.526094781,0.588199513,0.347865577,1,0.4131
Purdue University Global-Omaha,Omaha,NE,4,1,0,NULL,NULL,276,0.0507,0.179736294,0.861920763,0.533063854,1,1
Nebraska Indian Community College,Macy,NE,2,1,0,NULL,NULL,124,0.0161,NULL,PrivacySuppressed,0.523809524,2,0.7778
University of Nebraska Medical Center,Omaha,NE,4,1,0,NULL,NULL,844,0.0664,0.825688073,0.369255151,0.267111853,1,NULL
Nebraska Wesleyan University,Lincoln,NE,4,2,0,0.7208,1199,1839,0.0685,0.656387665,0.465707965,0.262295082,1,0.3128
University of Nebraska-Lincoln,Lincoln,NE,4,1,0,0.7961,1236,20592,0.066,0.642066421,0.454976303,0.220236292,1,0.2552
Northeast Community College,Norfolk,NE,2,1,0,NULL,NULL,2664,0.149,0.482849604,0.694174757,0.399276236,2,0.4554
Peru State College,Peru,NE,4,1,0,NULL,NULL,1324,0.0785,0.43902439,0.672619048,0.415584416,1,0.5439
Summit Christian College,Gering,NE,3,2,0,1,1035,23,0.0435,NULL,PrivacySuppressed,PrivacySuppressed,1,0.5
